uei,district_norm,state,issue_date,label,latitude,longitude,n_missing_features,rain_prev_3d_mm,rain_prev_7d_mm,rain_prev_14d_mm,et0_prev_7d_mm,forecast_rain_0_24h_mm,forecast_rain_24_48h_mm,river_discharge_current_m3s,river_discharge_change_pct,elevation_m,slope_proxy_pct,historical_flood_event_count_district,historical_flood_years_count,distance_to_nearest_recorded_flood_event_km,days_since_last_recorded_flood
NEG-darrang-2023-04-26,darrang,,2023-04-26,0,26.63333,92.8,0,6.6,34.800000000000004,42.9,26.770000000000003,4.5,11.7,8748.84,57.4,70.0,0.36,141,45,0.0,198.0
NEG-darrang-2023-04-22,darrang,,2023-04-22,0,26.63333,92.8,0,22.3,30.4,30.4,30.929999999999996,6.5,0.0,9793.9,71.4,70.0,0.36,141,45,0.0,194.0
NEG-darrang-2016-12-20,darrang,,2016-12-20,0,26.63333,92.8,0,0.0,0.0,0.0,18.009999999999998,0.0,0.0,2295.15,-9.6,70.0,0.36,77,39,0.0,141.0
NEG-darrang-2016-05-04,darrang,,2016-05-04,0,26.63333,92.8,0,19.6,59.5,192.69999999999996,24.39,9.2,9.3,16633.14,-17.8,70.0,0.36,75,38,0.0,246.0
NEG-darrang-2022-12-09,darrang,,2022-12-09,0,26.63333,92.8,0,0.0,0.0,0.0,21.5,0.0,0.0,2998.16,-15.1,70.0,0.36,141,45,0.0,60.0
NEG-darrang-2022-11-13,darrang,,2022-11-13,0,26.63333,92.8,0,0.0,0.0,0.1,21.209999999999997,0.0,0.0,6775.42,-26.4,70.0,0.36,141,45,0.0,34.0
NEG-darrang-2016-11-02,darrang,,2016-11-02,0,26.63333,92.8,0,0.0,3.6999999999999997,3.6999999999999997,22.22,0.0,0.0,7361.07,-18.5,70.0,0.36,77,39,0.0,93.0
NEG-darrang-2020-07-26,darrang,,2020-07-26,0,26.63333,92.8,0,22.1,122.60000000000001,205.7,18.96,50.5,21.7,35480.36,-19.6,70.0,0.36,88,43,0.0,62.0
NEG-darrang-2018-11-21,darrang,,2018-11-21,0,26.63333,92.8,0,0.0,12.7,13.0,17.59,0.0,0.0,6621.17,10.7,70.0,0.36,82,41,0.0,317.0
NEG-darrang-2020-11-12,darrang,,2020-11-12,0,26.63333,92.8,0,0.0,0.0,16.8,22.830000000000002,0.0,0.0,8108.61,-34.8,70.0,0.36,88,43,0.0,171.0
NEG-darrang-2020-10-19,darrang,,2020-10-19,0,26.63333,92.8,0,1.1,2.2,68.89999999999999,26.720000000000002,2.4,0.2,13151.25,-28.6,70.0,0.36,88,43,0.0,147.0
NEG-darrang-2023-10-13,darrang,,2023-10-13,0,26.63333,92.8,0,12.5,158.70000000000002,238.9,19.44,3.1,2.7,16942.38,31.5,70.0,0.36,157,46,0.0,41.0
NEG-darrang-2023-01-31,darrang,,2023-01-31,0,26.63333,92.8,0,0.0,0.0,0.0,19.770000000000003,0.1,0.2,2191.81,-8.2,70.0,0.36,141,45,0.0,113.0
NEG-darrang-2017-11-27,darrang,,2017-11-27,0,26.63333,92.8,0,0.0,0.9,0.9,18.48,2.5,0.0,3722.92,-12.5,70.0,0.36,81,40,0.0,50.0
NEG-darrang-2016-11-14,darrang,,2016-11-14,0,26.63333,92.8,0,0.0,0.1,0.1,20.23,0.0,0.0,4999.34,-19.7,70.0,0.36,77,39,0.0,105.0
NEG-darrang-2019-03-04,darrang,,2019-03-04,0,26.63333,92.8,0,0.8999999999999999,18.099999999999998,51.900000000000006,19.21,16.2,7.5,5914.62,61.1,70.0,0.36,83,42,0.0,55.0
NEG-darrang-2016-06-03,darrang,,2016-06-03,0,26.63333,92.8,0,9.4,43.3,122.00000000000001,27.660000000000004,5.8,6.4,13211.95,-25.9,70.0,0.36,75,38,0.0,276.0
NEG-darrang-2023-05-30,darrang,,2023-05-30,0,26.63333,92.8,0,5.7,80.9,287.8999999999999,28.490000000000002,0.0,10.5,9224.71,-22.0,70.0,0.36,141,45,0.0,232.0
NEG-darrang-2023-10-05,darrang,,2023-10-05,0,26.63333,92.8,0,46.0,66.1,160.8,26.41,25.0,19.1,11375.28,-20.8,70.0,0.36,157,46,0.0,33.0
NEG-darrang-2023-03-22,darrang,,2023-03-22,0,26.63333,92.8,0,57.8,72.6,72.8,15.47,31.8,5.0,5080.6,66.4,70.0,0.36,141,45,0.0,163.0
NEG-darrang-2016-04-28,darrang,,2016-04-28,0,26.63333,92.8,0,10.3,109.7,201.49999999999997,22.89,8.0,9.0,19542.39,5.2,70.0,0.36,75,38,0.0,240.0
NEG-darrang-2015-05-01,darrang,,2015-05-01,0,26.63333,92.8,0,18.3,49.8,179.29999999999998,22.73,6.7,8.0,9014.71,-42.5,70.0,0.36,70,38,0.0,71.0
NEG-darrang-2018-10-04,darrang,,2018-10-04,0,26.63333,92.8,0,31.6,63.4,174.9,22.889999999999997,0.3,5.2,17578.23,-10.9,70.0,0.36,82,41,0.0,269.0
NEG-darrang-2019-10-25,darrang,,2019-10-25,0,26.63333,92.8,0,5.1000000000000005,8.8,17.1,21.72,39.4,0.0,10470.29,3.5,70.0,0.36,84,42,0.0,18.0
NEG-darrang-2018-01-19,darrang,,2018-01-19,0,26.63333,92.8,0,0.0,0.0,1.5,15.5,0.0,0.0,2097.94,-4.3,70.0,0.36,82,41,0.0,11.0
NEG-darrang-2020-11-15,darrang,,2020-11-15,0,26.63333,92.8,0,0.0,0.0,16.8,22.82,0.0,0.5,7029.72,-32.2,70.0,0.36,88,43,0.0,174.0
NEG-darrang-2015-09-19,darrang,,2015-09-19,0,26.63333,92.8,0,5.4,54.699999999999996,114.30000000000001,25.54,23.8,32.6,19497.44,-12.1,70.0,0.36,75,38,0.0,18.0
NEG-darrang-2017-12-13,darrang,,2017-12-13,0,26.63333,92.8,0,0.8,0.8,0.8,17.53,4.9,0.0,2715.44,-10.5,70.0,0.36,81,40,0.0,66.0
NEG-darrang-2022-12-27,darrang,,2022-12-27,0,26.63333,92.8,0,9.0,9.0,9.0,13.899999999999999,0.2,0.0,2539.97,0.5,70.0,0.36,141,45,0.0,78.0
NEG-darrang-2021-06-19,darrang,,2021-06-19,0,26.63333,92.8,0,17.799999999999997,51.1,310.4,26.619999999999997,2.4,2.5,23066.47,10.2,70.0,0.36,88,43,0.0,390.0
NEG-darrang-2022-01-14,darrang,,2022-01-14,0,26.63333,92.8,0,7.6,7.6,7.6,16.7,0.0,0.0,2431.2,4.0,70.0,0.36,97,44,0.0,129.0
NEG-darrang-2015-11-12,darrang,,2015-11-12,0,26.63333,92.8,0,0.0,2.9,7.300000000000001,20.759999999999998,0.0,0.0,4496.8,-18.5,70.0,0.36,75,38,0.0,72.0
NEG-darrang-2020-07-25,darrang,,2020-07-25,0,26.63333,92.8,0,25.3,129.5,240.9,16.79,4.7,50.5,37152.54,-10.1,70.0,0.36,88,43,0.0,61.0
NEG-darrang-2020-02-08,darrang,,2020-02-08,0,26.63333,92.8,0,1.8,6.8999999999999995,11.900000000000002,16.08,0.4,0.0,3325.6,-10.9,70.0,0.36,87,43,0.0,31.0
NEG-darrang-2020-09-23,darrang,,2020-09-23,0,26.63333,92.8,0,68.2,85.4,160.0,23.439999999999998,21.7,15.9,21876.62,-13.1,70.0,0.36,88,43,0.0,121.0
NEG-darrang-2020-08-08,darrang,,2020-08-08,0,26.63333,92.8,0,13.6,25.5,149.5,33.120000000000005,28.3,10.9,26729.07,-20.8,70.0,0.36,88,43,0.0,75.0
NEG-darrang-2021-05-10,darrang,,2021-05-10,0,26.63333,92.8,0,26.4,41.9,51.3,24.439999999999998,13.1,18.6,6728.77,26.5,70.0,0.36,88,43,0.0,350.0
NEG-darrang-2016-11-14,darrang,,2016-11-14,0,26.63333,92.8,0,0.0,0.1,0.1,20.23,0.0,0.0,4999.34,-19.7,70.0,0.36,77,39,0.0,105.0
NEG-darrang-2019-02-15,darrang,,2019-02-15,0,26.63333,92.8,0,0.0,18.6,18.6,20.310000000000002,0.8,2.9,2381.32,13.0,70.0,0.36,83,42,0.0,38.0
NEG-darrang-2016-10-06,darrang,,2016-10-06,0,26.63333,92.8,0,2.5,18.3,98.6,21.259999999999998,11.9,13.3,12734.03,-27.4,70.0,0.36,77,39,0.0,66.0
NEG-darrang-2017-11-10,darrang,,2017-11-10,0,26.63333,92.8,0,0.0,0.0,30.5,23.39,0.0,0.0,6193.41,-28.6,70.0,0.36,81,40,0.0,33.0
NEG-darrang-2016-02-26,darrang,,2016-02-26,0,26.63333,92.8,0,1.5,12.5,20.3,19.950000000000003,0.0,0.0,4919.39,74.6,70.0,0.36,75,38,0.0,178.0
NEG-darrang-2021-06-08,darrang,,2021-06-08,0,26.63333,92.8,0,240.20000000000002,322.0,412.9,22.279999999999998,1.4,0.7,22960.49,16.4,70.0,0.36,88,43,0.0,379.0
NEG-darrang-2022-07-24,darrang,,2022-07-24,0,26.63333,92.8,0,43.1,111.8,166.89999999999998,27.46,42.6,14.7,21133.88,11.7,70.0,0.36,140,45,0.0,18.0
NEG-darrang-2023-02-08,darrang,,2023-02-08,0,26.63333,92.8,0,15.1,15.4,15.4,18.09,2.0,0.0,2237.72,1.9,70.0,0.36,141,45,0.0,121.0
NEG-darrang-2016-04-17,darrang,,2016-04-17,0,26.63333,92.8,0,36.7,52.2,130.0,23.849999999999998,16.9,4.8,14722.13,-10.1,70.0,0.36,75,38,0.0,229.0
NEG-darrang-2017-07-24,darrang,,2017-07-24,0,26.63333,92.8,0,53.3,84.5,146.89999999999998,26.48,5.1,11.0,27860.22,-8.0,70.0,0.36,79,40,0.0,36.0
NEG-darrang-2023-04-23,darrang,,2023-04-23,0,26.63333,92.8,0,17.3,36.3,36.3,29.86,0.0,0.1,11480.54,108.9,70.0,0.36,141,45,0.0,195.0
NEG-darrang-2020-09-15,darrang,,2020-09-15,0,26.63333,92.8,0,45.5,88.0,128.3,21.0,6.5,9.7,24377.11,15.6,70.0,0.36,88,43,0.0,113.0
NEG-darrang-2015-01-11,darrang,,2015-01-11,0,26.63333,92.8,0,0.0,5.699999999999999,6.0,15.650000000000002,0.0,0.0,2459.37,5.2,70.0,0.36,69,37,0.0,111.0
NEG-darrang-2015-06-30,darrang,,2015-06-30,0,26.63333,92.8,0,52.0,217.20000000000002,331.00000000000006,20.849999999999998,3.9,8.6,32283.93,-1.1,70.0,0.36,71,38,0.0,21.0
NEG-darrang-2020-04-16,darrang,,2020-04-16,0,26.63333,92.8,0,0.6,10.9,12.3,36.46,6.1,5.8,4719.63,-10.5,70.0,0.36,87,43,0.0,99.0
NEG-darrang-2019-01-30,darrang,,2019-01-30,0,26.63333,92.8,0,1.0,1.0,1.0,19.78,0.0,0.0,2242.88,7.4,70.0,0.36,83,42,0.0,22.0
NEG-darrang-2019-04-18,darrang,,2019-04-18,0,26.63333,92.8,0,28.3,35.4,67.39999999999999,25.880000000000006,4.0,5.3,6038.49,-4.1,70.0,0.36,83,42,0.0,100.0
NEG-datia-2016-09-06,datia,,2016-09-06,0,25.67312,78.45908,0,0.0,13.5,39.5,30.200000000000003,0.0,0.2,0.15,-59.5,249.0,1.171,11,10,0.0,3658.0
NEG-datia-2017-01-03,datia,,2017-01-03,0,25.67312,78.45908,1,1.1,1.1,1.1,19.509999999999998,0.0,0.0,0.0,,249.0,1.171,11,10,0.0,3777.0
NEG-datia-2015-05-25,datia,,2015-05-25,0,25.67312,78.45908,1,1.5,1.8,2.6,65.13000000000001,0.0,0.0,0.0,,249.0,1.171,11,10,0.0,3188.0
NEG-dausa-2021-03-14,dausa,,2021-03-14,0,26.89,76.33584,0,0.0,0.0,0.0,38.45,0.0,0.0,0.31,0.0,348.0,6.937,14,12,0.0,2407.0
NEG-dausa-2023-01-03,dausa,,2023-01-03,0,26.89,76.33584,0,0.0,0.8,0.8,17.619999999999997,0.0,0.0,0.29,3.6,348.0,6.937,15,13,0.0,367.0
NEG-dausa-2023-04-22,dausa,,2023-04-22,0,26.89,76.33584,0,0.4,0.4,0.4,52.61,0.0,0.0,0.37,0.0,348.0,6.937,15,13,0.0,476.0
NEG-davangere-2019-09-14,davangere,,2019-09-14,0,14.46693,75.92694,0,8.9,19.2,67.9,25.130000000000003,6.4,8.0,0.01,-50.0,588.0,0.901,21,15,0.0,1444.0
NEG-davangere-2017-07-08,davangere,,2017-07-08,0,14.46693,75.92694,0,7.699999999999999,14.600000000000001,37.4,25.63,0.8,1.0,0.0,-100.0,588.0,0.901,21,15,0.0,646.0
NEG-davangere-2018-08-11,davangere,,2018-08-11,0,14.46693,75.92694,1,17.299999999999997,27.299999999999997,38.3,24.17,23.0,9.4,0.02,,588.0,0.901,21,15,0.0,1045.0
NEG-davangere-2017-10-13,davangere,,2017-10-13,0,14.46693,75.92694,0,41.0,76.10000000000001,134.6,22.92,9.9,11.2,0.38,-32.1,588.0,0.901,21,15,0.0,743.0
NEG-davangere-2019-09-01,davangere,,2019-09-01,0,14.46693,75.92694,0,14.9,34.3,71.7,24.200000000000003,11.2,1.9,0.03,-40.0,588.0,0.901,21,15,0.0,1431.0
NEG-davangere-2023-01-29,davangere,,2023-01-29,0,14.46693,75.92694,0,0.0,0.0,0.0,38.800000000000004,0.0,0.0,0.05,0.0,588.0,0.901,31,19,0.0,257.0
NEG-davangere-2018-08-03,davangere,,2018-08-03,0,14.46693,75.92694,1,6.0,10.499999999999998,32.400000000000006,26.16,0.9,1.9,0.0,,588.0,0.901,21,15,0.0,1037.0
NEG-davangere-2018-01-16,davangere,,2018-01-16,0,14.46693,75.92694,1,0.0,0.0,0.0,35.36,0.0,0.0,0.05,,588.0,0.901,21,15,0.0,838.0
NEG-davangere-2015-11-16,davangere,,2015-11-16,0,14.46693,75.92694,0,1.2,5.9,29.3,27.14,3.7,0.0,0.01,0.0,588.0,0.901,21,15,0.0,46.0
NEG-davangere-2021-05-30,davangere,,2021-05-30,0,14.46693,75.92694,0,2.3,8.8,50.800000000000004,33.69,1.6,1.1,0.0,-100.0,588.0,0.901,30,18,0.0,49.0
NEG-davangere-2019-03-08,davangere,,2019-03-08,0,14.46693,75.92694,0,0.0,0.0,0.0,43.38999999999999,0.0,0.0,0.03,0.0,588.0,0.901,21,15,0.0,1254.0
NEG-davangere-2016-05-04,davangere,,2016-05-04,0,14.46693,75.92694,1,2.9000000000000004,2.9000000000000004,2.9000000000000004,46.8,1.2,0.0,0.0,,588.0,0.901,21,15,0.0,216.0
NEG-davangere-2020-08-18,davangere,,2020-08-18,0,14.46693,75.92694,0,24.5,30.2,92.9,20.02,1.4,5.7,0.33,-48.4,588.0,0.901,29,17,0.0,221.0
NEG-davangere-2022-07-20,davangere,,2022-07-20,0,14.46693,75.92694,0,15.399999999999999,34.4,96.10000000000001,23.52,0.7,2.8,0.02,-90.9,588.0,0.901,31,19,0.0,64.0
NEG-davangere-2015-08-04,davangere,,2015-08-04,0,14.46693,75.92694,0,4.8,16.1,39.1,26.419999999999998,1.3,2.2,0.02,0.0,588.0,0.901,20,14,0.0,745.0
NEG-davangere-2017-01-04,davangere,,2017-01-04,0,14.46693,75.92694,1,0.0,0.0,0.0,38.559999999999995,0.0,0.0,0.0,,588.0,0.901,21,15,0.0,461.0
NEG-davangere-2017-07-03,davangere,,2017-07-03,0,14.46693,75.92694,0,8.3,21.2,39.49999999999999,23.25,0.4,2.4,0.02,0.0,588.0,0.901,21,15,0.0,641.0
NEG-davangere-2020-10-13,davangere,,2020-10-13,0,14.46693,75.92694,0,32.800000000000004,36.0,58.6,23.650000000000002,20.0,10.1,0.16,220.0,588.0,0.901,29,17,0.0,277.0
NEG-davangere-2015-07-08,davangere,,2015-07-08,0,14.46693,75.92694,1,0.2,3.0,12.899999999999999,31.779999999999998,3.0,3.5,0.0,,588.0,0.901,20,14,0.0,718.0
NEG-davangere-2019-07-01,davangere,,2019-07-01,0,14.46693,75.92694,0,13.3,33.6,83.8,26.330000000000002,11.2,2.0,0.03,0.0,588.0,0.901,21,15,0.0,1369.0
NEG-davangere-2020-03-20,davangere,,2020-03-20,0,14.46693,75.92694,0,0.0,0.0,0.6,44.779999999999994,0.0,0.0,0.03,0.0,588.0,0.901,29,17,0.0,70.0
NEG-davangere-2018-03-02,davangere,,2018-03-02,0,14.46693,75.92694,0,0.0,0.0,0.0,53.63,0.0,0.0,0.03,0.0,588.0,0.901,21,15,0.0,883.0
NEG-davangere-2023-09-04,davangere,,2023-09-04,0,14.46693,75.92694,0,9.2,21.400000000000002,43.0,34.14999999999999,24.5,1.7,0.01,0.0,588.0,0.901,32,20,0.0,61.0
NEG-davangere-2018-06-26,davangere,,2018-06-26,0,14.46693,75.92694,1,28.9,51.10000000000001,69.6,22.07,4.1,15.0,0.03,,588.0,0.901,21,15,0.0,999.0
NEG-davangere-2018-09-02,davangere,,2018-09-02,0,14.46693,75.92694,1,14.499999999999998,29.700000000000003,42.300000000000004,25.01,0.4,1.6,0.02,,588.0,0.901,21,15,0.0,1067.0
NEG-davangere-2015-12-20,davangere,,2015-12-20,0,14.46693,75.92694,1,0.0,0.0,0.1,33.99,0.0,0.0,0.0,,588.0,0.901,21,15,0.0,80.0
NEG-davangere-2021-03-15,davangere,,2021-03-15,0,14.46693,75.92694,0,0.0,0.0,0.0,49.77,0.0,0.0,0.03,0.0,588.0,0.901,29,17,0.0,430.0
NEG-davangere-2020-02-14,davangere,,2020-02-14,0,14.46693,75.92694,0,0.0,0.3,0.4,39.52,0.0,0.0,0.05,0.0,588.0,0.901,29,17,0.0,35.0
NEG-davangere-2015-02-02,davangere,,2015-02-02,0,14.46693,75.92694,0,0.0,0.0,0.0,39.69,0.0,0.0,0.03,-40.0,588.0,0.901,20,14,0.0,562.0
NEG-davangere-2019-02-20,davangere,,2019-02-20,0,14.46693,75.92694,0,0.0,0.0,1.5,41.900000000000006,0.0,0.0,0.03,0.0,588.0,0.901,21,15,0.0,1238.0
NEG-davangere-2017-04-01,davangere,,2017-04-01,0,14.46693,75.92694,0,0.0,0.0,0.0,48.760000000000005,0.0,0.3,0.0,-100.0,588.0,0.901,21,15,0.0,548.0
NEG-davangere-2018-04-09,davangere,,2018-04-09,0,14.46693,75.92694,1,8.299999999999999,8.399999999999999,8.399999999999999,37.64,0.1,2.7,0.0,,588.0,0.901,21,15,0.0,921.0
NEG-davangere-2021-04-28,davangere,,2021-04-28,0,14.46693,75.92694,0,0.2,6.099999999999999,17.1,38.309999999999995,0.5,0.0,0.0,-100.0,588.0,0.901,30,18,0.0,17.0
NEG-davangere-2023-10-19,davangere,,2023-10-19,0,14.46693,75.92694,0,35.699999999999996,36.4,40.599999999999994,36.11,0.0,0.0,0.0,-100.0,588.0,0.901,32,20,0.0,106.0
NEG-davangere-2018-05-29,davangere,,2018-05-29,0,14.46693,75.92694,0,2.5,31.4,44.300000000000004,36.21,2.7,1.4,0.03,0.0,588.0,0.901,21,15,0.0,971.0
NEG-davangere-2023-04-18,davangere,,2023-04-18,0,14.46693,75.92694,0,0.0,0.0,0.0,48.839999999999996,0.0,0.0,0.66,94.1,588.0,0.901,31,19,0.0,336.0
NEG-dehradun-2021-12-25,dehradun,,2021-12-25,0,30.32443,78.03392,0,0.0,0.0,0.0,13.059999999999999,0.1,0.0,0.2,0.0,660.0,2.072,24,15,0.0,528.0
NEG-dehradun-2017-09-20,dehradun,,2017-09-20,0,30.32443,78.03392,0,4.9,5.5,10.6,27.009999999999998,0.5,33.2,2.21,-31.8,660.0,2.072,20,12,0.0,431.0
NEG-dehradun-2020-03-15,dehradun,,2020-03-15,0,30.32443,78.03392,0,49.300000000000004,53.199999999999996,90.09999999999998,21.89,0.0,0.0,1.19,52.6,660.0,2.072,23,14,0.0,170.0
NEG-dehradun-2019-02-17,dehradun,,2019-02-17,0,30.32443,78.03392,0,9.8,9.899999999999999,69.4,16.39,4.3,10.0,0.81,-13.8,660.0,2.072,21,13,0.0,102.0
NEG-dehradun-2021-08-20,dehradun,,2021-08-20,0,30.32443,78.03392,0,10.2,28.0,69.99999999999999,28.150000000000002,2.5,4.5,6.31,110.3,660.0,2.072,24,15,0.0,401.0
NEG-dehradun-2023-08-31,dehradun,,2023-08-31,0,30.32443,78.03392,0,3.5,22.8,191.5,30.23,0.8,0.9,2.56,-91.7,660.0,2.072,28,17,0.0,17.0
NEG-dehradun-2023-09-14,dehradun,,2023-09-14,0,30.32443,78.03392,0,3.8,52.300000000000004,55.300000000000004,24.23,11.6,1.4,1.96,1.0,660.0,2.072,28,17,0.0,31.0
NEG-dehradun-2017-03-11,dehradun,,2017-03-11,0,30.32443,78.03392,0,21.0,21.7,24.2,25.279999999999998,0.0,0.0,1.12,409.1,660.0,2.072,20,12,0.0,238.0
NEG-dehradun-2023-03-20,dehradun,,2023-03-20,0,30.32443,78.03392,0,1.3,1.6,3.0999999999999996,24.330000000000002,27.6,0.0,2.81,290.3,660.0,2.072,27,16,0.0,179.0
NEG-dehradun-2021-02-16,dehradun,,2021-02-16,0,30.32443,78.03392,0,0.6000000000000001,0.6000000000000001,4.300000000000001,19.599999999999998,0.0,0.0,0.25,-10.7,660.0,2.072,24,15,0.0,216.0
NEG-dehradun-2023-07-12,dehradun,,2023-07-12,0,30.32443,78.03392,0,35.1,51.2,108.19999999999999,21.91,10.1,5.0,8.27,204.0,660.0,2.072,27,16,0.0,293.0
NEG-dehradun-2023-12-05,dehradun,,2023-12-05,0,30.32443,78.03392,0,0.0,16.900000000000002,16.900000000000002,12.569999999999999,0.0,0.0,0.27,12.5,660.0,2.072,28,17,0.0,113.0
NEG-dehradun-2017-10-01,dehradun,,2017-10-01,0,30.32443,78.03392,0,1.2,31.9,132.0,25.099999999999998,0.8,0.0,3.93,-82.9,660.0,2.072,20,12,0.0,442.0
NEG-dehradun-2016-09-08,dehradun,,2016-09-08,0,30.32443,78.03392,0,4.3999999999999995,11.500000000000002,63.50000000000001,25.61,1.8,1.6,2.3,-50.2,660.0,2.072,20,12,0.0,54.0
NEG-dehradun-2015-01-27,dehradun,,2015-01-27,0,30.32443,78.03392,0,3.6,16.3,24.200000000000003,12.13,0.1,2.7,0.78,254.5,660.0,2.072,19,11,0.0,1592.0
NEG-dehradun-2019-08-07,dehradun,,2019-08-07,0,30.32443,78.03392,0,88.3,114.3,196.2,22.740000000000002,2.1,9.5,2.34,-31.4,660.0,2.072,21,13,0.0,273.0
NEG-dehradun-2015-04-08,dehradun,,2015-04-08,0,30.32443,78.03392,0,5.199999999999999,35.300000000000004,50.20000000000001,25.38,0.0,0.0,0.87,47.5,660.0,2.072,19,11,0.0,1663.0
NEG-dehradun-2017-08-12,dehradun,,2017-08-12,0,30.32443,78.03392,0,59.50000000000001,106.1,210.79999999999998,16.75,8.8,3.8,5.53,-49.1,660.0,2.072,20,12,0.0,392.0
NEG-dehradun-2021-01-27,dehradun,,2021-01-27,0,30.32443,78.03392,0,0.0,0.0,0.0,15.679999999999998,0.0,0.0,0.22,0.0,660.0,2.072,24,15,0.0,196.0
NEG-dehradun-2018-11-19,dehradun,,2018-11-19,0,30.32443,78.03392,0,0.0,0.0,0.0,18.790000000000003,0.0,0.0,0.26,-10.3,660.0,2.072,21,13,0.0,12.0
NEG-dehradun-2022-02-17,dehradun,,2022-02-17,0,30.32443,78.03392,0,0.0,0.0,34.2,18.450000000000003,0.0,0.0,0.23,-54.0,660.0,2.072,24,15,0.0,582.0
NEG-dehradun-2022-10-11,dehradun,,2022-10-11,0,30.32443,78.03392,0,20.3,24.0,25.700000000000003,17.89,0.0,0.0,4.04,215.6,660.0,2.072,27,16,0.0,19.0
NEG-dehradun-2015-02-09,dehradun,,2015-02-09,0,30.32443,78.03392,0,0.0,14.4,23.200000000000003,17.36,0.0,0.0,0.25,-72.5,660.0,2.072,19,11,0.0,1605.0
NEG-dehradun-2018-10-04,dehradun,,2018-10-04,0,30.32443,78.03392,0,0.0,3.5,118.39999999999999,27.59,0.0,0.8,1.9,-38.1,660.0,2.072,20,12,0.0,810.0
NEG-dehradun-2015-01-06,dehradun,,2015-01-06,0,30.32443,78.03392,0,30.8,44.3,44.3,11.189999999999998,0.0,0.0,0.44,120.0,660.0,2.072,19,11,0.0,1571.0
NEG-dehradun-2023-07-06,dehradun,,2023-07-06,0,30.32443,78.03392,0,12.6,55.099999999999994,147.5,30.71,0.2,11.0,4.64,181.2,660.0,2.072,27,16,0.0,287.0
NEG-dehradun-2022-05-16,dehradun,,2022-05-16,0,30.32443,78.03392,0,0.0,12.099999999999998,20.8,36.84,0.0,0.2,0.56,80.6,660.0,2.072,24,15,0.0,670.0
NEG-deogarh-2019-03-22,deogarh,,2019-03-22,0,21.53827,84.73337,0,0.6,40.599999999999994,41.39999999999999,29.580000000000002,0.0,0.0,0.37,-48.6,215.0,6.577,17,12,0.0,220.0
NEG-deogarh-2023-04-12,deogarh,,2023-04-12,0,21.53827,84.73337,0,0.0,4.6,33.6,41.15,0.0,0.0,0.22,-29.0,215.0,6.577,19,14,0.0,993.0
NEG-deogarh-2023-02-26,deogarh,,2023-02-26,0,21.53827,84.73337,0,0.0,0.0,0.0,38.31999999999999,0.0,0.0,0.41,-6.8,215.0,6.577,19,14,0.0,948.0
NEG-deogarh-2018-06-13,deogarh,,2018-06-13,0,21.53827,84.73337,0,24.7,84.9,104.8,23.84,0.0,0.0,0.19,216.7,215.0,6.577,16,11,0.0,3558.0
NEG-deogarh-2016-03-01,deogarh,,2016-03-01,0,21.53827,84.73337,0,23.900000000000002,66.8,66.8,24.560000000000002,0.5,0.0,0.34,13.3,215.0,6.577,16,11,0.0,2724.0
NEG-deogarh-2017-04-20,deogarh,,2017-04-20,0,21.53827,84.73337,0,0.9,5.6,6.8999999999999995,44.24,0.0,0.0,0.03,0.0,215.0,6.577,16,11,0.0,3139.0
NEG-deogarh-2020-12-10,deogarh,,2020-12-10,0,21.53827,84.73337,0,0.0,0.0,0.0,23.79,0.0,0.0,1.01,-3.8,215.0,6.577,19,14,0.0,140.0
NEG-deogarh-2017-09-02,deogarh,,2017-09-02,0,21.53827,84.73337,0,60.599999999999994,95.80000000000001,146.0,21.44,1.7,0.1,12.96,-7.4,215.0,6.577,16,11,0.0,3274.0
NEG-deogarh-2019-09-16,deogarh,,2019-09-16,0,21.53827,84.73337,0,11.2,66.1,203.39999999999998,21.009999999999998,3.9,5.9,13.93,8.0,215.0,6.577,17,12,0.0,398.0
NEG-deoria-2020-07-08,deoria,,2020-07-08,0,26.50167,83.77936,0,61.7,161.1,284.0,20.12,20.8,24.1,1.88,79.0,77.0,0.09,50,31,0.0,13.0
NEG-deoria-2015-09-03,deoria,,2015-09-03,0,26.50167,83.77936,0,12.0,58.1,83.2,25.220000000000002,0.0,0.0,0.58,-1.7,77.0,0.09,44,27,0.0,1408.0
NEG-deoria-2022-12-24,deoria,,2022-12-24,0,26.50167,83.77936,0,0.0,0.0,0.0,16.83,0.0,0.0,0.1,0.0,77.0,0.09,55,32,0.0,94.0
NEG-deoria-2018-02-20,deoria,,2018-02-20,0,26.50167,83.77936,0,0.0,0.0,0.2,24.230000000000004,0.0,0.0,0.03,0.0,77.0,0.09,48,29,0.0,317.0
NEG-deoria-2016-01-17,deoria,,2016-01-17,0,26.50167,83.77936,0,0.0,0.0,0.0,20.03,0.0,6.4,0.02,-33.3,77.0,0.09,44,27,0.0,1544.0
NEG-deoria-2015-06-29,deoria,,2015-06-29,0,26.50167,83.77936,0,63.0,110.5,125.2,24.6,13.6,4.8,0.28,833.3,77.0,0.09,44,27,0.0,1342.0
NEG-deoria-2017-08-06,deoria,,2017-08-06,0,26.50167,83.77936,0,80.0,154.6,205.0,18.189999999999998,9.3,10.0,1.74,75.8,77.0,0.09,48,29,0.0,119.0
NEG-deoria-2020-10-29,deoria,,2020-10-29,0,26.50167,83.77936,0,0.0,0.8999999999999999,0.8999999999999999,29.63,0.0,0.0,0.1,-56.5,77.0,0.09,52,31,0.0,72.0
